Wall time,Step,Value
1678845625.1575336,0,0.12812499701976776
1678846013.0437138,50,0.767848551273346
1678846396.403577,100,0.928826093673706
1678846789.713741,150,0.955508828163147
1678847169.0382693,200,0.9716746807098389
1678847558.068278,250,0.983513593673706
1678847966.193831,300,0.9902844429016113
1678848343.7629254,350,0.9965544939041138
1678848746.7275486,400,0.9988982081413269
1678849104.2320259,450,0.9995192289352417
1678849482.4138412,500,0.9998798370361328
1678849893.3435004,550,0.9999399185180664
1678850302.2395167,600,1.0
1678850700.4893253,650,1.0
1678851103.530161,700,1.0
1678851501.9886453,750,1.0
1678851906.8322556,800,1.0
1678852308.7661152,850,1.0
1678852717.97483,900,1.0
1678853127.1225882,950,1.0
1678853524.7971928,1000,1.0
1678853874.965743,1050,1.0
1678854251.7439625,1100,1.0
1678854635.0709279,1150,1.0
1678855041.6811342,1200,1.0
1678855443.106396,1250,1.0
1678855845.829899,1300,1.0
1678856245.1357899,1350,1.0
1678856630.4691513,1400,1.0
1678857011.3462558,1450,1.0
1678857402.9800582,1500,1.0
1678857807.4544818,1550,1.0
1678858180.9329839,1600,1.0
1678858574.2307348,1650,1.0
1678858985.2604713,1700,1.0
1678859393.1256418,1750,1.0
1678859794.1365278,1800,1.0
1678860166.960394,1850,1.0
1678860557.5073154,1900,1.0
1678860966.4781818,1950,1.0
1678861374.1334636,2000,1.0
1678861765.1946151,2050,1.0
1678862169.2610416,2100,1.0
1678862573.5088024,2150,1.0
1678862984.613067,2200,1.0
1678863397.7371175,2250,1.0
1678863807.936034,2300,1.0
1678864178.610951,2350,1.0
1678864513.02903,2400,1.0
1678864882.1071303,2450,1.0
1678865270.5639055,2500,1.0
1678865678.2520528,2550,1.0
1678866082.3040514,2600,1.0
1678866494.8887727,2650,1.0
1678866885.4012213,2700,1.0
1678867269.1224482,2750,1.0
1678867684.8263783,2800,1.0
1678868068.9988136,2850,1.0
1678868440.6019886,2900,1.0
1678868849.8103,2950,1.0
1678869259.756652,3000,1.0
1678869666.4381163,3050,1.0
1678870080.978959,3100,1.0
1678870490.8160985,3150,1.0
1678870906.3436801,3200,1.0
1678871284.9097311,3250,1.0
1678871639.926544,3300,1.0
1678872025.321375,3350,1.0
1678872423.6608942,3400,1.0
1678872832.667261,3450,1.0
1678873246.1853275,3500,1.0
1678873657.748364,3550,1.0
1678874056.4891596,3600,1.0
1678874464.1601484,3650,1.0
1678874868.8917446,3700,1.0
1678875224.4079764,3750,1.0
1678875573.6004431,3800,1.0
1678875941.5785866,3850,1.0
1678876348.1706834,3900,1.0
1678876744.4420881,3950,1.0
1678877118.9745705,4000,1.0
1678877514.6544478,4050,1.0
1678877920.4574041,4100,1.0
1678878291.356054,4150,1.0
1678878699.5400403,4200,1.0
1678879091.3296816,4250,1.0
1678879475.846189,4300,1.0
1678879883.9047945,4350,1.0
1678880284.285791,4400,1.0
1678880693.3314242,4450,1.0
1678881107.3091557,4500,1.0
1678881492.2458375,4550,1.0
1678881898.5480194,4600,1.0
1678882273.762253,4650,1.0
1678882667.8478942,4700,1.0
1678883075.105776,4750,1.0
1678883471.7817056,4800,1.0
1678883870.205398,4850,1.0
1678884277.1800094,4900,1.0
1678884680.6775887,4950,1.0
1678885092.119041,5000,1.0
1678885497.08161,5050,1.0
1678885866.0259783,5100,1.0
1678886199.9968522,5150,1.0
1678886554.574122,5200,1.0
1678886905.1858146,5250,1.0
1678887303.8288367,5300,1.0
1678887691.9012468,5350,1.0
1678888048.1178448,5400,1.0
1678888447.4454768,5450,1.0
1678888854.5789986,5500,1.0
1678889254.5622923,5550,1.0
1678889663.1769218,5600,1.0
1678890065.6238017,5650,1.0
1678890470.2100742,5700,1.0
1678890866.827794,5750,1.0
1678891253.454779,5800,1.0
1678891657.400815,5850,1.0
1678892069.072687,5900,1.0
1678892466.0739124,5950,1.0
