Wall time,Step,Value
1678845596.6278832,0,0.1335737109184265
1678846026.2323449,50,0.10000000149011612
1678846455.131623,100,0.1327524036169052
1678846883.1047733,150,0.10010015964508057
1678847312.9447377,200,0.16362179815769196
1678847740.2673008,250,0.22459936141967773
1678848168.2635405,300,0.27143430709838867
1678848597.2082767,350,0.35186296701431274
1678849025.83727,400,0.4379807710647583
1678849454.5849955,450,0.5359975695610046
1678849884.1362376,500,0.5955328345298767
1678850313.1343963,550,0.7153245210647583
1678850742.8756359,600,0.40210336446762085
1678851173.5018957,650,0.8525240421295166
1678851608.9433808,700,0.8524439334869385
1678852044.3905303,750,0.9228966236114502
1678852480.5331807,800,0.9476763010025024
1678852918.4713917,850,0.9666265845298767
1678853357.4046588,900,0.9776642918586731
1678853793.1084352,950,0.9629607200622559
1678854228.8974533,1000,0.9810696840286255
1678854664.765423,1050,0.9918870329856873
1678855099.9448843,1100,0.9993789792060852
1678855536.2998738,1150,0.9985777139663696
1678855967.7067537,1200,1.0
1678856402.3767798,1250,1.0
1678856832.4208598,1300,1.0
1678857267.0923808,1350,1.0
1678857697.581661,1400,1.0
1678858127.229125,1450,1.0
1678858558.2343664,1500,1.0
1678858988.5443504,1550,1.0
1678859422.3597941,1600,1.0
1678859853.9200993,1650,1.0
1678860283.3720818,1700,1.0
1678860714.1167321,1750,1.0
1678861143.5379605,1800,1.0
1678861573.8867252,1850,1.0
1678862003.2316067,1900,1.0
1678862432.481739,1950,1.0
1678862863.661174,2000,1.0
1678863296.6089816,2050,1.0
1678863726.570428,2100,1.0
1678864156.14163,2150,1.0
1678864586.2618723,2200,1.0
1678865018.8805196,2250,1.0
1678865448.402208,2300,1.0
1678865878.466482,2350,1.0
1678866312.8922727,2400,1.0
1678866746.722584,2450,1.0
1678867180.5882366,2500,1.0
1678867614.5302315,2550,1.0
1678868044.262962,2600,1.0
1678868475.265671,2650,1.0
1678868906.1063044,2700,1.0
1678869338.5020554,2750,1.0
1678869767.9470594,2800,1.0
1678870199.4402647,2850,1.0
1678870629.16412,2900,1.0
1678871059.9132476,2950,1.0
1678871489.9428897,3000,1.0
1678871920.4144056,3050,1.0
1678872353.1830664,3100,1.0
1678872784.5743659,3150,1.0
1678873219.3231478,3200,1.0
1678873654.0795982,3250,1.0
1678874087.1312015,3300,1.0
1678874521.665078,3350,1.0
1678874956.2100525,3400,1.0
1678875389.3130121,3450,1.0
1678875825.0075977,3500,1.0
1678876258.460006,3550,1.0
1678876688.567564,3600,1.0
1678877121.5673318,3650,1.0
1678877554.0216002,3700,1.0
1678877987.8024988,3750,1.0
1678878420.6631975,3800,1.0
1678878854.1755798,3850,1.0
1678879287.3048205,3900,1.0
1678879720.6519408,3950,1.0
1678880154.708654,4000,1.0
1678880585.3783154,4050,1.0
1678881015.7714942,4100,1.0
1678881446.629071,4150,1.0
1678881879.4435387,4200,1.0
1678882309.2808225,4250,1.0
1678882739.2781298,4300,1.0
1678883170.881752,4350,1.0
1678883599.9988327,4400,1.0
1678884030.1117737,4450,1.0
1678884461.725077,4500,1.0
1678884891.6971374,4550,1.0
1678885321.368815,4600,1.0
1678885751.7233465,4650,1.0
1678886184.245232,4700,1.0
1678886616.9771857,4750,1.0
1678887046.9274335,4800,1.0
1678887478.1760879,4850,1.0
1678887910.3134413,4900,1.0
1678888343.9260845,4950,1.0
1678888775.8273044,5000,1.0
1678889209.530692,5050,1.0
1678889643.9527404,5100,1.0
1678890076.6587062,5150,1.0
1678890510.3183255,5200,1.0
1678890941.7992973,5250,1.0
1678891374.4878976,5300,1.0
1678891804.6437957,5350,1.0
1678892234.962379,5400,1.0
1678892665.6498778,5450,1.0
1678893096.378522,5500,1.0
1678893526.442336,5550,1.0
1678893957.2149339,5600,1.0
1678894386.5136921,5650,1.0
1678894815.594369,5700,1.0
1678895237.7936432,5750,1.0
1678895660.0364504,5800,1.0
1678896085.94113,5850,1.0
1678896507.0837831,5900,1.0
1678896932.0518813,5950,1.0
