Wall time,Step,Value
1678945214.126704,0,0.006109775509685278
1678945515.1150277,50,0.3181089758872986
1678945853.2925034,100,0.47425881028175354
1678946197.2019694,150,0.5523838400840759
1678946514.6799295,200,0.582932710647583
1678946860.1361835,250,0.6205929517745972
1678947171.682946,300,0.6458333134651184
1678947505.4491763,350,0.6587539911270142
1678947858.0598404,400,0.6640625
1678948170.8903913,450,0.6689703464508057
1678948527.8441627,500,0.6782852411270142
1678948858.7178242,550,0.6847956776618958
1678949168.3058863,600,0.6894030570983887
1678949514.1648693,650,0.6872996687889099
1678949818.1471994,700,0.6978164911270142
1678950158.828117,750,0.6990184187889099
1678950462.3099577,800,0.6990184187889099
1678950807.4943814,850,0.69921875
1678951158.2950025,900,0.704026460647583
1678951470.539662,950,0.7027243375778198
1678951814.2341874,1000,0.7037259340286255
1678952119.5603118,1050,0.7081330418586731
1678952460.4003801,1100,0.7097355723381042
1678952795.3988872,1150,0.7055288553237915
1678953105.4666922,1200,0.7069311141967773
1678953448.853506,1250,0.7051281929016113
1678953758.3437052,1300,0.7107371687889099
1678954098.9163165,1350,0.7074319124221802
1678954402.99601,1400,0.7068309187889099
1678954755.4313967,1450,0.7080328464508057
1678955093.8380597,1500,0.7048277258872986
1678955415.5120199,1550,0.70703125
1678955777.159177,1600,0.7047275900840759
1678956091.0071604,1650,0.7060296535491943
1678956422.4370763,1700,0.7071313858032227
1678956783.2269073,1750,0.7032251358032227
1678957097.5893958,1800,0.7036257982254028
1678957453.599397,1850,0.6994190812110901
1678957788.0487459,1900,0.7005208134651184
1678958096.1942685,1950,0.7019230723381042
1678958446.224729,2000,0.7012219429016113
1678958758.2611582,2050,0.6976161599159241
1678959107.124766,2100,0.6979166865348816
1678959452.831506,2150,0.6988180875778198
1678959764.7785368,2200,0.700120210647583
1678960110.6713634,2250,0.6949118375778198
1678960418.8350275,2300,0.6947115659713745
1678960759.6013224,2350,0.6991186141967773
1678961090.5869267,2400,0.6965144276618958
1678961398.4912865,2450,0.6972155570983887
1678961742.066251,2500,0.6978164911270142
1678962051.5946817,2550,0.6976161599159241
1678962398.8272305,2600,0.6973156929016113
1678962716.6357577,2650,0.6969150900840759
1678963042.2596776,2700,0.6978164911270142
1678963390.34036,2750,0.6975160241127014
1678963697.0574884,2800,0.6957131624221802
1678964039.1487157,2850,0.6993188858032227
1678964350.096783,2900,0.6960136294364929
1678964679.7286897,2950,0.698317289352417
1678965022.6294098,3000,0.6961137652397156
1678965341.9095032,3050,0.6959134340286255
1678965692.7333624,3100,0.6961137652397156
1678966005.5222023,3150,0.694411039352417
1678966327.781583,3200,0.6984174847602844
1678966675.5748458,3250,0.6960136294364929
1678966980.1295683,3300,0.6963140964508057
1678967326.2290845,3350,0.6949118375778198
1678967645.8965228,3400,0.6967147588729858
1678967983.2996292,3450,0.6940104365348816
1678968334.3041282,3500,0.6951121687889099
1678968661.6779451,3550,0.6948117017745972
1678969010.0350232,3600,0.6955128312110901
1678969336.4467683,3650,0.6985176205635071
1678969644.4867585,3700,0.6953125
1678969986.0602593,3750,0.6953125
1678970301.8658214,3800,0.6953125
1678970652.4565346,3850,0.6956129670143127
1678970986.6660037,3900,0.6961137652397156
1678971296.0852015,3950,0.6941105723381042
1678971639.9951222,4000,0.6979166865348816
1678971950.277237,4050,0.6948117017745972
1678972291.0091257,4100,0.6959134340286255
1678972613.0081515,4150,0.6938101053237915
1678972926.7412956,4200,0.6950120329856873
1678973272.2556722,4250,0.6951121687889099
1678973583.1056845,4300,0.6947115659713745
1678973940.883967,4350,0.6954126358032227
1678974286.0655165,4400,0.6945112347602844
1678974599.0418024,4450,0.6942107081413269
1678974946.0348952,4500,0.6949118375778198
1678975256.9640384,4550,0.6939102411270142
1678975595.2599862,4600,0.6947115659713745
1678975945.7423205,4650,0.6924078464508057
1678976257.8219185,4700,0.6965144276618958
1678976610.007789,4750,0.6948117017745972
1678976931.1237516,4800,0.6948117017745972
1678977258.5431592,4850,0.6969150900840759
1678977608.9728444,4900,0.6927083134651184
1678977915.4709103,4950,0.694411039352417
1678978257.087946,5000,0.6949118375778198
1678978596.3767338,5050,0.6932091116905212
1678978909.602542,5100,0.6960136294364929
1678979261.3749986,5150,0.6947115659713745
1678979575.0276086,5200,0.6942107081413269
1678979914.0106332,5250,0.6942107081413269
1678980270.600895,5300,0.6960136294364929
1678980574.7013733,5350,0.6956129670143127
1678980915.2034903,5400,0.694411039352417
1678981221.8441286,5450,0.6953125
1678981568.3150256,5500,0.6945112347602844
1678981911.5778785,5550,0.6929086446762085
1678982214.8981426,5600,0.6968148946762085
1678982563.1628327,5650,0.6946113705635071
1678982885.9499671,5700,0.6939102411270142
1678983231.9866593,5750,0.6959134340286255
1678983563.2286503,5800,0.6954126358032227
1678983883.5899649,5850,0.6936097741127014
1678984233.231145,5900,0.6942107081413269
1678984543.5318103,5950,0.6943109035491943
